azimuthal_phi,cross_section
0,0.00020109
15.0,0.00017372
30.0,0.00009653
45.0,-0.00001784
60.0,-0.00015371
75.0,-0.00029636
90.0,-0.00043411
105.0,-0.00055872
120.0,-0.00066226
135.0,-0.00074923
150.0,-0.00081027
165.0,-0.00084759
180.0,-0.00085941
195.0,-0.00084759
210.0,-0.00081027
225.0,-0.00074923
240.0,-0.00066226
255.0,-0.00055872
270.0,-0.00043411
285.0,-0.00029636
300.0,-0.00015371
315.0,-0.00001784
330.0,0.00009653
345.0,0.00017372
360.0,0.00020109
