azimuthal_phi,cross_section
0.0,0
15.0,0.00198554
30.0,0.00377966
45.0,0.00522214
60.0,0.00620678
75.0,0.00668956
82.17885,0.00674464
90.0,0.00668164
105.0,0.00623288
120.0,0.0054146
135.0,0.00430578
150.0,0.00298486
165.0,0.00152622
180.0,0.0
195.0,-0.00152622
210.0,-0.00298486
225.0,-0.00430578
240.0,-0.0054146
255.0,-0.00623288
270.0,-0.00668164
277.82115,-0.00674464
295.0,-0.00668956
300.0,-0.00620678
315.0,-0.00522214
330.0,-0.00377966
345.0,-0.00198554
360.0,0.0
