azimuthal_phi,cross_section
0.2767102229054543,0.000004878048780487506
50.36126056879324,0.0013804878048780489
100.16910069177557,0.001102439024390244
150.5303612605688,0.00039512195121951224
199.7847809377402,-0.0002682926829268293
250.14604150653344,-0.000965853658536586
300.23059185242124,-0.001419512195121952
350.0384319754035,-0.00039512195121951257
360.,-0.000014634146341463818
24.903920061491167,0.000902439024390244
75.2651806302844,0.0013707317073170734
125.34973097617215,0.0007463414634146341
175.1575710991545,0.00006341463414634148
224.41199077632595,-0.000604878048780488
275.3266717909301,-0.0012829268292682927
325.1345119139124,-0.00115609756097561
