azimuthal_phi,cross_section
0.0,0.00020909
15.0,0.00061832
30.0,0.00091845
45.0,0.00107082
53.32422, 0.00109195
60.0,0.00107928
75.0,0.00096977
90.0,0.00076785
105.0,0.000527
120.0,0.00024918
135.0,-0.00003977
150.0,-0.00032675
165.0,-0.00060236
180.0,-0.00085941
195.0,-0.00110055
210.0,-0.00129378
225.0,-0.0014587
240.0,-0.00157881
255.0,-0.00164444
262.4587, -0.00165318
270.0,-0.00164365
285.0,-0.00156248
300.0,-0.0013867
315.0,-0.0011065
330.0,-0.00072538
345.0,-0.00027089
360.0,0.00020109
