azimuthal_phi,cross_section
0.,0.0056685878962536025
54.80968858131488,0.007100864553314122
99.96539792387543,0.009642651296829972
150.1038062283737,0.011942363112391932
200.8650519031142,0.012184438040345823
250.06920415224914,0.010167146974063401
300.2076124567474,0.007342939481268013
350.03460207612454,0.0057291066282420755
180.62283737024222,0.012406340057636889
120.83044982698962,0.010772334293948127
78.78892733564014,0.008412103746397695
29.58477508650519,0.00613256484149856
229.82698961937717,0.011195965417867436
275.29411764705884,0.008734870317002882
322.0069204152249,0.006394812680115275
359.06574394463667,0.005688760806916427
