azimuthal_phi,cross_section
0.8333333333333239,0.00045514511873350914
50.55555555555556,0.0005171503957783641
100.00000000000001,0.0006688654353562005
150.55555555555554,0.000816622691292876
200.27777777777777,0.0008311345646437995
249.7222222222222,0.0007005277044854881
300.55555555555554,0.0005369393139841688
351.11111111111114,0.0004564643799472295
359.4444444444444,0.00045514511873350914
24.999999999999986,0.0004683377308707123
75.00000000000001,0.0005817941952506597
124.99999999999999,0.0007532981530343008
174.72222222222223,0.0008469656992084433
225.,0.000783641160949868
274.4444444444444,0.0006174142480211083
325.27777777777777,0.00048548812664907655
