azimuthal_phi,cross_section
0.2870813397129155,0.0006492041864954596
50.81339712918661,0.000631468852252622
99.33014354066985,0.0006014552096878198
152.72727272727272,0.0005673487976823628
202.10526315789477,0.0005673487976823628
251.7703349282297,0.0005946339272867283
300.5741626794259,0.0006287403392921854
349.665071770335,0.0006464756735350231
359.71291866028713,0.000650568442975678
24.688995215311007,0.0006437471605745866
74.06698564593302,0.0006178262874504392
129.76076555023926,0.000578262849524109
180.28708133971293,0.0005646202847219262
230.23923444976074,0.000578262849524109
273.0143540669856,0.0006082764920889111
322.6794258373206,0.0006396543911339317
